team,elo,matches_played,wins,draws,losses,points_per_match_all,goals_scored_all,goals_conceded_all,goal_diff_all,abs_goal_diff_all,total_goals_all,clean_sheet_rate_all,failed_to_score_rate_all,both_teams_scored_rate_all,low_scoring_rate_all,tight_match_rate_all,scoreless_draw_rate_all,win_rate_all,draw_rate_all,loss_rate_all,weighted_points_per_match_all,weighted_goal_diff_all,elo_delta_avg_all,win_streak,unbeaten_streak,recent_matches,recent_form_10,recent_goal_diff_10,recent_abs_goal_diff_10,recent_goals_scored_10,recent_goals_conceded_10,recent_total_goals_10,recent_win_rate_10,recent_draw_rate_10,recent_loss_rate_10,recent_clean_sheet_rate_10,recent_failed_to_score_rate_10,recent_both_teams_scored_rate_10,recent_low_scoring_rate_10,recent_tight_match_rate_10,recent_scoreless_draw_rate_10,recent_weighted_form_10,recent_weighted_goal_diff_10,recent_opponent_elo_avg_10,recent_elo_delta_avg_10,last_match_date
Egypt,1776.1080999184808,353,203,76,74,1.9405099150141643,1.7167138810198301,0.8356940509915014,0.8810198300283286,1.5439093484419264,2.5524079320113313,0.47592067988668557,0.20679886685552407,0.3937677053824363,0.5609065155807366,0.5977337110481586,0.0764872521246459,0.5750708215297451,0.21529745042492918,0.2096317280453258,1.9402104776223066,0.8628426043714598,0.7821759204489586,0.0,0.0,10.0,1.8,0.7,1.1,1.3,0.6,1.9,0.5,0.3,0.2,0.6,0.4,0.3,0.6,0.8,0.3,1.8187500000000005,0.5875000000000001,1770.7788533669507,5.700458521630628,2026-06-06
Ivory Coast,1774.7111823512364,301,164,79,58,1.8970099667774087,1.7574750830564785,0.8770764119601329,0.8803986710963455,1.478405315614618,2.6345514950166113,0.44518272425249167,0.19269102990033224,0.46511627906976744,0.4850498338870432,0.6179401993355482,0.10299003322259136,0.5448504983388704,0.26245847176079734,0.19269102990033224,1.8933922869074025,0.8731269958241231,0.9126617353861733,3.0,3.0,10.0,2.2,1.1,1.5,1.9,0.8,2.7,0.7,0.1,0.2,0.5,0.1,0.4,0.5,0.7,0.0,2.096551724137932,0.9448275862068968,1697.9262879847574,5.3627841613572915,2026-06-04
Venezuela,1742.102408793915,300,96,73,131,1.2033333333333334,1.1633333333333333,1.46,-0.2966666666666667,1.4366666666666668,2.6233333333333335,0.2733333333333333,0.3333333333333333,0.47,0.51,0.5866666666666667,0.07666666666666666,0.32,0.24333333333333335,0.43666666666666665,1.133258363789716,-0.4231093618217622,0.8070080293130458,1.0,1.0,10.0,1.0,-0.6,1.8,1.1,1.7,2.8,0.3,0.1,0.6,0.3,0.5,0.3,0.6,0.4,0.1,0.7567567567567567,-1.1027027027027025,1846.451871771748,-1.96720753343618,2026-06-09
Scotland,1734.3350363586312,241,100,50,91,1.4522821576763485,1.2904564315352698,1.2738589211618256,0.016597510373443983,1.5186721991701244,2.5643153526970957,0.3278008298755187,0.3153526970954357,0.42323651452282157,0.5145228215767634,0.5892116182572614,0.06639004149377593,0.4149377593360996,0.2074688796680498,0.3775933609958506,1.4953188482600261,0.08655714538067484,0.9723445492059348,2.0,2.0,10.0,1.9,1.1,1.7,2.1,1.0,3.1,0.6,0.1,0.3,0.3,0.3,0.5,0.4,0.5,0.1,2.0043478260869567,1.0608695652173916,1689.0377188988355,5.23584559743123,2026-06-06
Jordan,1730.3999022914372,383,152,112,119,1.483028720626632,1.360313315926893,1.010443864229765,0.34986945169712796,1.4151436031331592,2.370757180156658,0.412532637075718,0.32114882506527415,0.402088772845953,0.5718015665796344,0.6344647519582245,0.13577023498694518,0.3968668407310705,0.2924281984334204,0.31070496083550914,1.5502211813687314,0.460447567004946,0.6015663245207203,0.0,0.0,10.0,1.7,0.2,1.4,1.7,1.5,3.2,0.5,0.2,0.3,0.3,0.1,0.6,0.3,0.6,0.0,1.884615384615385,0.4230769230769232,1754.7868005745909,4.238315615690294,2026-06-07
Iraq,1729.4334302311963,384,157,112,115,1.5182291666666667,1.3203125,1.0364583333333333,0.2838541666666667,1.2630208333333333,2.3567708333333335,0.375,0.3177083333333333,0.4348958333333333,0.5911458333333334,0.7005208333333334,0.12760416666666666,0.4088541666666667,0.2916666666666667,0.2994791666666667,1.546533713200389,0.3637226970560317,0.5974828912270722,0.0,0.0,10.0,1.7,0.1,1.1,1.1,1.0,2.1,0.5,0.2,0.3,0.2,0.3,0.5,0.7,0.7,0.0,1.807511737089202,0.20657276995305168,1649.7485859540132,1.2022322004347683,2026-06-09
Ukraine,1715.9873718583517,278,128,76,74,1.6546762589928057,1.4280575539568345,1.0575539568345325,0.37050359712230213,1.3992805755395683,2.485611510791367,0.39928057553956836,0.2805755395683453,0.4172661870503597,0.5683453237410072,0.6330935251798561,0.09712230215827339,0.460431654676259,0.2733812949640288,0.26618705035971224,1.6247184261901213,0.32872803724282995,0.7769329922962375,0.0,0.0,10.0,1.6,-0.1,1.7,1.5,1.6,3.1,0.5,0.1,0.4,0.3,0.2,0.5,0.5,0.4,0.0,1.526530612244898,-0.24081632653061225,1661.0351428449255,-1.8776446814444312,2026-06-07
Chile,1709.6079441239372,331,136,73,122,1.4531722054380665,1.3323262839879153,1.202416918429003,0.1299093655589124,1.4350453172205437,2.5347432024169185,0.34441087613293053,0.3293051359516616,0.42900302114803623,0.513595166163142,0.595166163141994,0.1027190332326284,0.4108761329305136,0.22054380664652568,0.3685800604229607,1.394582723279658,0.05197657393850675,0.6332566287732264,1.0,1.0,10.0,1.6,-0.2,1.6,1.4,1.6,3.0,0.5,0.1,0.4,0.2,0.3,0.6,0.3,0.5,0.1,1.2918918918918916,-0.5567567567567568,1758.8936078321142,0.6672016452288687,2026-06-09
Serbia,1709.3303786478673,293,126,75,92,1.546075085324232,1.4607508532423208,1.1331058020477816,0.32764505119453924,1.4197952218430034,2.5938566552901023,0.3310580204778157,0.26621160409556316,0.4778156996587031,0.5563139931740614,0.6109215017064846,0.07508532423208192,0.4300341296928328,0.25597269624573377,0.31399317406143346,1.5173506119510478,0.27890568754499684,0.7144381523817952,0.0,0.0,10.0,1.2,-1.3,2.3,0.9,2.2,3.1,0.4,0.0,0.6,0.1,0.5,0.4,0.3,0.4,0.0,1.3173913043478265,-1.0521739130434784,1656.8159227127176,-5.687814300808961,2026-06-04
Greece,1707.247331988004,284,129,72,83,1.6161971830985915,1.2429577464788732,0.9894366197183099,0.2535211267605634,1.2112676056338028,2.232394366197183,0.39436619718309857,0.2992957746478873,0.4154929577464789,0.6126760563380281,0.6795774647887324,0.10915492957746478,0.45422535211267606,0.2535211267605634,0.29225352112676056,1.6171428571428605,0.22814285714285765,0.7297441267183229,0.0,0.0,10.0,0.9,-0.4,1.4,1.2,1.6,2.8,0.2,0.3,0.5,0.2,0.5,0.5,0.4,0.6,0.2,1.0043478260869565,-0.373913043478261,1697.437186173564,-5.594253903948881,2026-06-07
Costa Rica,1707.0761789741207,399,159,106,134,1.4611528822055138,1.4035087719298245,1.200501253132832,0.20300751879699247,1.3909774436090225,2.6040100250626566,0.3208020050125313,0.3032581453634085,0.45614035087719296,0.5263157894736842,0.6416040100250626,0.08020050125313283,0.39849624060150374,0.2656641604010025,0.3358395989974937,1.4977288102831796,0.23900647530685287,0.5189879172283783,0.0,0.0,10.0,0.8,-0.8,1.4,1.1,1.9,3.0,0.1,0.5,0.4,0.2,0.5,0.5,0.4,0.6,0.2,0.9434782608695653,-0.3565217391304349,1699.047853068653,-5.963947303483011,2026-06-10
Hungary,1705.1687872702507,272,113,59,100,1.463235294117647,1.4044117647058822,1.286764705882353,0.11764705882352941,1.5220588235294117,2.6911764705882355,0.34191176470588236,0.2610294117647059,0.45955882352941174,0.49264705882352944,0.5992647058823529,0.0625,0.41544117647058826,0.21691176470588236,0.36764705882352944,1.462992630567128,0.08554950336430636,0.7542970120229783,2.0,4.0,10.0,1.8,0.5,0.9,1.7,1.2,2.9,0.5,0.3,0.2,0.4,0.1,0.6,0.4,0.8,0.1,1.6173913043478267,0.36956521739130443,1636.4770673104977,0.7726329572696129,2026-06-09
Cameroon,1703.703559912627,298,136,96,66,1.691275167785235,1.3624161073825503,0.8926174496644296,0.4697986577181208,1.1879194630872483,2.2550335570469797,0.436241610738255,0.28523489932885904,0.4228187919463087,0.5939597315436241,0.674496644295302,0.14429530201342283,0.4563758389261745,0.3221476510067114,0.2214765100671141,1.71570365118753,0.4811532553468047,0.6835689929954006,1.0,1.0,10.0,1.7,0.3,1.1,1.0,0.7,1.7,0.5,0.2,0.3,0.4,0.4,0.3,0.8,0.7,0.1,1.7850746268656723,0.25970149253731345,1626.0044779872403,3.0876421845025903,2026-03-31
Poland,1703.6315907650733,324,152,83,89,1.6635802469135803,1.654320987654321,1.1049382716049383,0.5493827160493827,1.5061728395061729,2.759259259259259,0.3487654320987654,0.2345679012345679,0.4876543209876543,0.5123456790123457,0.6018518518518519,0.07098765432098765,0.4691358024691358,0.25617283950617287,0.27469135802469136,1.595253533912598,0.47088574763325264,0.6284925640897365,0.0,1.0,10.0,1.8,0.4,1.0,1.7,1.3,3.0,0.5,0.3,0.2,0.2,0.1,0.7,0.5,0.7,0.0,1.885714285714286,0.5346938775510205,1656.7887173540614,3.408520359584795,2026-06-03
Czech Republic,1703.309150629543,292,149,59,84,1.7328767123287672,1.7568493150684932,1.0547945205479452,0.702054794520548,1.6404109589041096,2.8116438356164384,0.3698630136986301,0.22945205479452055,0.4794520547945205,0.4452054794520548,0.5787671232876712,0.07876712328767123,0.5102739726027398,0.20205479452054795,0.2876712328767123,1.705337389380537,0.6377212389380543,0.6962642144847379,2.0,6.0,10.0,1.9,1.3,1.5,2.2,0.9,3.1,0.5,0.4,0.1,0.4,0.1,0.6,0.4,0.7,0.1,1.7434782608695651,1.2478260869565216,1522.9205607875813,1.140348433609852,2026-06-04
DR Congo,1702.509612738592,266,98,83,85,1.4172932330827068,1.3233082706766917,1.1203007518796992,0.20300751879699247,1.2481203007518797,2.443609022556391,0.32706766917293234,0.29699248120300753,0.4849624060150376,0.5676691729323309,0.6578947368421053,0.10902255639097744,0.3684210526315789,0.31203007518796994,0.31954887218045114,1.4386973180076688,0.2524314765694084,0.7613143336037279,0.0,0.0,10.0,1.8,0.6,1.0,1.1,0.5,1.6,0.5,0.3,0.2,0.6,0.2,0.3,0.8,0.8,0.1,1.8590163934426238,0.6688524590163937,1649.5350816443067,4.925334472836099,2026-06-09
Sweden,1697.5250807214406,341,162,78,101,1.653958944281525,1.6099706744868034,1.035190615835777,0.5747800586510264,1.4780058651026393,2.6451612903225805,0.3812316715542522,0.2404692082111437,0.45454545454545453,0.501466275659824,0.6158357771260997,0.07624633431085044,0.4750733137829912,0.2287390029325513,0.2961876832844575,1.654283270194312,0.6153000122204588,0.5792524361332543,0.0,1.0,10.0,0.9,-0.7,1.3,1.3,2.0,3.3,0.2,0.3,0.5,0.0,0.3,0.7,0.4,0.5,0.0,0.9461538461538463,-0.6653846153846155,1725.0294515324501,-3.442227335016613,2026-06-04
New Zealand,1695.024264972817,177,71,31,75,1.3785310734463276,1.5593220338983051,1.2768361581920904,0.2824858757062147,1.9548022598870056,2.8361581920903953,0.3559322033898305,0.3502824858757062,0.3728813559322034,0.519774011299435,0.480225988700565,0.07909604519774012,0.4011299435028249,0.1751412429378531,0.423728813559322,1.4429492570787785,0.4034202410989634,1.1018320054961483,0.0,0.0,10.0,0.4,-1.1,1.7,0.7,1.8,2.5,0.1,0.1,0.8,0.0,0.6,0.4,0.6,0.5,0.0,0.41176470588235287,-1.088235294117647,1781.0285705411602,-4.668938763905063,2026-06-06
Wales,1687.1090824932967,243,91,63,89,1.382716049382716,1.168724279835391,1.123456790123457,0.04526748971193416,1.3127572016460904,2.292181069958848,0.3662551440329218,0.3374485596707819,0.4074074074074074,0.6090534979423868,0.654320987654321,0.1111111111111111,0.37448559670781895,0.25925925925925924,0.3662551440329218,1.399665271966529,0.04552301255230132,0.7699962242522487,0.0,0.0,10.0,1.2,0.1,1.5,1.5,1.4,2.9,0.3,0.3,0.4,0.2,0.2,0.6,0.6,0.7,0.0,1.4790697674418605,0.48372093023255813,1592.5186086255928,-1.538220114659465,2026-06-06
Peru,1686.14628179214,299,98,77,124,1.2408026755852843,1.0769230769230769,1.2709030100334449,-0.1939799331103679,1.3043478260869565,2.347826086956522,0.30434782608695654,0.3779264214046823,0.4180602006688963,0.5852842809364549,0.6354515050167224,0.10033444816053512,0.3277591973244147,0.25752508361204013,0.41471571906354515,1.1930077255466873,-0.26044258216577326,0.6225628153583259,0.0,0.0,10.0,0.6,-0.9,1.1,0.8,1.7,2.5,0.1,0.3,0.6,0.1,0.4,0.6,0.4,0.7,0.1,0.5351351351351351,-1.0054054054054054,1791.3334540038977,-3.5960915585686424,2026-06-08
Saudi Arabia,1682.6540290578782,416,199,96,121,1.6658653846153846,1.53125,0.9879807692307693,0.5432692307692307,1.5673076923076923,2.519230769230769,0.4206730769230769,0.28125,0.39663461538461536,0.5240384615384616,0.6225961538461539,0.0985576923076923,0.47836538461538464,0.23076923076923078,0.29086538461538464,1.6802046690118455,0.5596418292292955,0.4390721852352828,0.0,2.0,10.0,1.3,-0.1,1.5,1.2,1.3,2.5,0.4,0.1,0.5,0.2,0.4,0.5,0.3,0.7,0.1,1.4,5.075305255429287e-17,1690.831264352592,-1.011123915081884,2026-06-09
Jersey,1680.1183319317797,85,57,12,16,2.152941176470588,2.4823529411764707,0.9294117647058824,1.5529411764705883,2.164705882352941,3.411764705882353,0.4823529411764706,0.12941176470588237,0.43529411764705883,0.38823529411764707,0.5529411764705883,0.047058823529411764,0.6705882352941176,0.1411764705882353,0.18823529411764706,2.1258581235697958,1.4782608695652182,2.1190391991974153,0.0,0.0,10.0,2.5,1.7,1.9,2.7,1.0,3.7,0.8,0.1,0.1,0.5,0.0,0.5,0.3,0.6,0.0,2.4811320754716992,1.7264150943396228,1564.071807767829,3.013723772556439,2025-07-18
Tunisia,1677.8853933487046,340,159,101,80,1.7,1.4970588235294118,0.9058823529411765,0.5911764705882353,1.3205882352941176,2.402941176470588,0.42058823529411765,0.27941176470588236,0.4147058823529412,0.5823529411764706,0.6705882352941176,0.11470588235294117,0.4676470588235294,0.29705882352941176,0.23529411764705882,1.6593112671347447,0.5324863479326882,0.5231923333785402,0.0,0.0,10.0,1.3,-0.1,1.3,1.3,1.4,2.7,0.3,0.4,0.3,0.3,0.3,0.5,0.5,0.7,0.1,1.3138686131386859,0.13503649635036502,1666.243547522338,-2.422697190486127,2026-06-06
Republic of Ireland,1669.0197748866613,280,112,93,75,1.5321428571428573,1.3178571428571428,0.975,0.34285714285714286,1.2357142857142858,2.2928571428571427,0.39285714285714285,0.28214285714285714,0.44285714285714284,0.5857142857142857,0.6964285714285714,0.11785714285714285,0.4,0.33214285714285713,0.26785714285714285,1.4934805951833126,0.28593342537199,0.603642053166654,0.0,8.0,10.0,1.8,0.8,1.2,1.6,0.8,2.4,0.5,0.3,0.2,0.5,0.2,0.4,0.6,0.8,0.1,1.747826086956522,0.6173913043478263,1648.8470347092461,4.2599478161217155,2026-06-05
Slovenia,1664.557639566413,258,95,71,92,1.37984496124031,1.2325581395348837,1.12015503875969,0.1124031007751938,1.2751937984496124,2.352713178294574,0.35271317829457366,0.3178294573643411,0.42248062015503873,0.5930232558139535,0.6782945736434108,0.09302325581395349,0.3682170542635659,0.2751937984496124,0.35658914728682173,1.3668974197608585,0.12712397734424188,0.637820308396951,0.0,0.0,10.0,0.8,-0.6,0.8,0.8,1.4,2.2,0.1,0.5,0.4,0.2,0.5,0.5,0.6,0.8,0.2,0.747826086956522,-0.6913043478260872,1663.1315505840503,-5.182635858230074,2026-06-07
United Arab Emirates,1662.3328523921655,355,144,89,122,1.467605633802817,1.4901408450704225,1.1830985915492958,0.30704225352112674,1.495774647887324,2.6732394366197183,0.3267605633802817,0.29577464788732394,0.4704225352112676,0.504225352112676,0.6394366197183099,0.09295774647887324,0.4056338028169014,0.2507042253521127,0.3436619718309859,1.470922719048858,0.3349702765572512,0.4572756405413139,0.0,0.0,10.0,1.2,-0.2,1.0,1.2,1.4,2.6,0.3,0.3,0.4,0.1,0.1,0.8,0.4,0.8,0.0,1.1191489361702127,-0.24255319148936172,1690.385025443164,-1.6926810154747887,2025-12-15
Honduras,1662.1785960461925,368,145,90,133,1.4266304347826086,1.434782608695652,1.2445652173913044,0.19021739130434784,1.5217391304347827,2.6793478260869565,0.32065217391304346,0.31521739130434784,0.453804347826087,0.5217391304347826,0.592391304347826,0.08967391304347826,0.39402173913043476,0.24456521739130435,0.36141304347826086,1.4203435500168455,0.19355563040305435,0.44070270664726274,0.0,0.0,10.0,1.1,0.0,1.0,0.8,0.8,1.6,0.2,0.5,0.3,0.5,0.6,0.2,0.8,0.6,0.3,1.1170212765957448,0.06737588652482272,1710.895308131164,0.7712033033861238,2026-06-06
Guernsey,1658.7938615138069,78,49,12,17,2.0384615384615383,2.576923076923077,0.9358974358974359,1.641025641025641,2.2051282051282053,3.5128205128205128,0.4230769230769231,0.1794871794871795,0.46153846153846156,0.34615384615384615,0.5384615384615384,0.0641025641025641,0.6282051282051282,0.15384615384615385,0.21794871794871795,2.069053708439898,1.6662404092071608,2.0358187373565064,1.0,1.0,10.0,1.8,1.3,2.1,2.3,1.0,3.3,0.6,0.0,0.4,0.4,0.1,0.5,0.4,0.7,0.0,1.8315789473684212,1.2210526315789474,1530.7772604706856,-0.3092851395143965,2023-07-13
South Africa,1658.3605446309352,373,165,119,89,1.646112600536193,1.2654155495978552,0.8579088471849866,0.4075067024128686,1.1689008042895441,2.123324396782842,0.43967828418230565,0.30563002680965146,0.4075067024128686,0.6246648793565683,0.6836461126005362,0.15281501340482573,0.44235924932975873,0.3190348525469169,0.2386058981233244,1.6017699115044364,0.3543226684819619,0.4245591008872259,1.0,2.0,10.0,1.7,0.5,1.1,1.5,1.0,2.5,0.5,0.2,0.3,0.3,0.2,0.6,0.4,0.8,0.1,1.683636363636364,0.41818181818181827,1613.4580237347163,-0.1957471608681601,2026-06-06
Kosovo,1657.3528467490107,104,42,23,39,1.4326923076923077,1.4615384615384615,1.3365384615384615,0.125,1.6057692307692308,2.798076923076923,0.3173076923076923,0.27884615384615385,0.46153846153846156,0.5,0.5673076923076923,0.057692307692307696,0.40384615384615385,0.22115384615384615,0.375,1.3489795918367335,-0.010204081632652982,1.5130081418173995,1.0,1.0,10.0,1.7,0.3,1.5,1.4,1.1,2.5,0.5,0.2,0.3,0.5,0.3,0.3,0.6,0.6,0.1,1.7230769230769234,0.21923076923076926,1678.4053034068395,7.261681641574244,2026-06-07
Mali,1654.932033851439,260,117,68,75,1.6115384615384616,1.4038461538461537,0.95,0.45384615384615384,1.2846153846153847,2.353846153846154,0.3730769230769231,0.2846153846153846,0.4307692307692308,0.5884615384615385,0.6615384615384615,0.08846153846153847,0.45,0.26153846153846155,0.28846153846153844,1.6112241930793898,0.44140738586798595,0.5958924378901561,0.0,0.0,10.0,1.4,0.3,0.9,1.2,0.9,2.1,0.3,0.5,0.2,0.3,0.4,0.5,0.8,0.7,0.2,1.26875,0.27187500000000003,1651.779688305438,-0.012697331572345493,2026-06-04
Basque Country,1639.5902550236447,26,15,8,3,2.0384615384615383,2.1923076923076925,1.0769230769230769,1.1153846153846154,1.4230769230769231,3.269230769230769,0.23076923076923078,0.15384615384615385,0.6538461538461539,0.4230769230769231,0.6538461538461539,0.038461538461538464,0.5769230769230769,0.3076923076923077,0.11538461538461539,2.038461538461539,1.1153846153846156,5.368855962447845,1.0,11.0,10.0,2.2,1.5,1.5,2.2,0.7,2.9,0.6,0.4,0.0,0.4,0.1,0.6,0.5,0.6,0.1,2.1999999999999993,1.4999999999999996,1639.4414793304702,7.024841684429489,2025-11-15
Slovakia,1638.387900004446,285,116,72,97,1.4736842105263157,1.4280701754385965,1.1543859649122807,0.2736842105263158,1.3894736842105264,2.5824561403508772,0.30526315789473685,0.2771929824561403,0.49122807017543857,0.5403508771929825,0.6385964912280702,0.07368421052631578,0.4070175438596491,0.25263157894736843,0.34035087719298246,1.4869849769448185,0.268630075858992,0.48557157896296416,0.0,3.0,10.0,1.9,0.0,1.8,1.5,1.5,3.0,0.6,0.1,0.3,0.5,0.2,0.3,0.6,0.5,0.0,1.8204081632653066,-0.18367346938775517,1582.5339867742673,1.0394865944373972,2026-06-05
Jamaica,1636.18153795239,346,139,83,124,1.4450867052023122,1.369942196531792,1.1589595375722543,0.21098265895953758,1.5404624277456647,2.5289017341040463,0.3554913294797688,0.3352601156069364,0.40173410404624277,0.5549132947976878,0.6271676300578035,0.09248554913294797,0.40173410404624277,0.2398843930635838,0.3583815028901734,1.440468846391121,0.21813695249845835,0.39358825997800806,0.0,0.0,10.0,1.4,0.1,1.5,0.9,0.8,1.7,0.4,0.2,0.4,0.5,0.5,0.1,0.8,0.6,0.1,1.3705357142857142,0.20982142857142844,1553.822475814813,-3.2444455351901027,2026-06-06
Haiti,1635.943965807973,255,103,60,92,1.4470588235294117,1.7098039215686274,1.3411764705882352,0.3686274509803922,1.8509803921568628,3.0509803921568626,0.3215686274509804,0.30196078431372547,0.4549019607843137,0.47058823529411764,0.5686274509803921,0.0784313725490196,0.403921568627451,0.23529411764705882,0.3607843137254902,1.4652719665271985,0.4041841004184108,0.5331135914038188,0.0,0.0,10.0,1.5,0.5,1.5,1.5,1.0,2.5,0.4,0.3,0.3,0.5,0.3,0.3,0.5,0.6,0.1,1.6304347826086962,0.5000000000000001,1647.8961098998584,4.406244339897983,2026-06-05
Bolivia,1634.2523213884904,249,51,49,149,0.8112449799196787,0.9678714859437751,1.9477911646586346,-0.9799196787148594,1.8152610441767068,2.9156626506024095,0.18875502008032127,0.4538152610441767,0.42168674698795183,0.4457831325301205,0.5060240963855421,0.0642570281124498,0.20481927710843373,0.19678714859437751,0.5983935742971888,0.7618437900128067,-1.0548975672215157,0.5391659493513655,0.0,0.0,10.0,0.7,-1.4,2.2,0.7,2.1,2.8,0.2,0.1,0.7,0.1,0.6,0.3,0.3,0.4,0.0,0.8313953488372091,-1.1744186046511627,1758.0116685540252,-2.6164617041709137,2026-06-10
Qatar,1627.087433725135,417,179,104,134,1.5371702637889688,1.4724220623501199,1.13189448441247,0.3405275779376499,1.4580335731414868,2.6043165467625897,0.36211031175059955,0.2565947242206235,0.4724220623501199,0.4988009592326139,0.645083932853717,0.09112709832134293,0.4292565947242206,0.24940047961630696,0.3213429256594724,1.5540922942969189,0.39279494993469866,0.3047660281178313,0.0,1.0,10.0,0.7,-0.8,1.0,0.7,1.5,2.2,0.1,0.4,0.5,0.2,0.5,0.5,0.5,0.8,0.2,0.8638743455497383,-0.6544502617801048,1605.9171908593976,-5.3785281216506915,2026-06-06
Romania,1625.700629502018,281,131,69,81,1.6441281138790036,1.5302491103202847,1.0355871886120998,0.49466192170818507,1.4483985765124556,2.565836298932384,0.3879003558718861,0.2597864768683274,0.43416370106761565,0.5409252669039146,0.597864768683274,0.08185053380782918,0.46619217081850534,0.24555160142348753,0.28825622775800713,1.6097672295755396,0.4542826715350686,0.44733320107480035,1.0,2.0,10.0,1.4,0.1,1.7,1.6,1.5,3.1,0.4,0.2,0.4,0.1,0.3,0.6,0.4,0.6,0.0,1.4000000000000001,0.3441860465116279,1550.0416435910806,-2.1966810362596663,2026-06-06
Isle of Man,1625.532968315682,45,30,3,12,2.066666666666667,3.466666666666667,1.3777777777777778,2.088888888888889,3.111111111111111,4.844444444444444,0.3333333333333333,0.08888888888888889,0.5777777777777777,0.08888888888888889,0.4222222222222222,0.0,0.6666666666666666,0.06666666666666667,0.26666666666666666,2.062111801242235,2.0476190476190474,2.789621518126258,1.0,1.0,10.0,2.1,2.3,2.9,3.5,1.2,4.7,0.7,0.0,0.3,0.3,0.1,0.6,0.2,0.5,0.0,2.074766355140188,2.224299065420561,1488.2970189730102,1.1563853765721754,2025-07-18
Georgia,1623.2192675672575,249,79,58,112,1.1847389558232932,1.21285140562249,1.3855421686746987,-0.17269076305220885,1.4899598393574298,2.5983935742971886,0.2931726907630522,0.3132530120481928,0.4738955823293173,0.5220883534136547,0.5983935742971888,0.08032128514056225,0.3172690763052209,0.23293172690763053,0.4497991967871486,1.1191145467322565,-0.23928320449754062,0.4948564962540348,1.0,4.0,10.0,1.1,-0.4,1.8,1.4,1.8,3.2,0.3,0.2,0.5,0.3,0.2,0.5,0.4,0.4,0.0,0.865217391304348,-0.7652173913043478,1670.4199011850294,-3.8894198675276344,2026-06-05
Cape Verde,1620.108979463173,183,76,46,61,1.4972677595628416,1.180327868852459,1.0546448087431695,0.12568306010928962,1.3060109289617485,2.2349726775956285,0.3825136612021858,0.3333333333333333,0.3989071038251366,0.6065573770491803,0.6502732240437158,0.11475409836065574,0.41530054644808745,0.25136612021857924,0.3333333333333333,1.4861477572559423,0.10202286719437148,0.656333221110236,0.0,0.0,10.0,1.6,0.4,1.4,1.6,1.2,2.8,0.4,0.4,0.2,0.5,0.2,0.4,0.5,0.5,0.1,1.9354838709677418,0.7849462365591398,1569.5210881804478,1.826787436236788,2026-06-06
Burkina Faso,1611.7160165597666,284,108,77,99,1.4119718309859155,1.25,1.1267605633802817,0.12323943661971831,1.2922535211267605,2.3767605633802815,0.34507042253521125,0.30985915492957744,0.44366197183098594,0.5633802816901409,0.6514084507042254,0.09859154929577464,0.38028169014084506,0.2711267605633803,0.3485915492957746,1.4268170783949798,0.1595030701128093,0.3933662554921337,0.0,1.0,10.0,1.7,0.5,1.9,1.8,1.3,3.1,0.5,0.2,0.3,0.3,0.3,0.4,0.3,0.5,0.0,1.607692307692308,0.15384615384615388,1551.037102359698,-0.6754611707233114,2026-06-09
Guatemala,1610.635687526708,294,110,71,113,1.3639455782312926,1.3843537414965987,1.2789115646258504,0.1054421768707483,1.6360544217687074,2.663265306122449,0.3469387755102041,0.3401360544217687,0.41836734693877553,0.5306122448979592,0.5782312925170068,0.1054421768707483,0.3741496598639456,0.24149659863945577,0.3843537414965986,1.384555260278259,0.19727997498827632,0.37631186233574326,0.0,0.0,10.0,0.8,-1.4,2.0,1.0,2.4,3.4,0.2,0.2,0.6,0.1,0.3,0.6,0.4,0.6,0.0,0.9062500000000002,-0.8085937500000001,1695.0429477789253,-3.3355472140362963,2026-06-07
Northern Cyprus,1600.5578362547997,27,18,7,2,2.259259259259259,2.925925925925926,0.7037037037037037,2.2222222222222223,2.4444444444444446,3.6296296296296298,0.48148148148148145,0.14814814814814814,0.48148148148148145,0.4074074074074074,0.5185185185185185,0.1111111111111111,0.6666666666666666,0.25925925925925924,0.07407407407407407,2.1944444444444446,2.1076388888888893,3.724364305733324,0.0,12.0,10.0,2.0,2.0,2.0,2.8,0.8,3.6,0.5,0.5,0.0,0.4,0.2,0.6,0.4,0.7,0.2,2.0000000000000004,1.9913793103448278,1516.8370689283347,3.3642268438463225,2018-06-09
Ghana,1595.1354837010886,308,134,79,95,1.5616883116883118,1.422077922077922,1.0097402597402598,0.41233766233766234,1.3474025974025974,2.4318181818181817,0.35714285714285715,0.2857142857142857,0.44155844155844154,0.5844155844155844,0.6331168831168831,0.08441558441558442,0.43506493506493504,0.2564935064935065,0.30844155844155846,1.6217579250720524,0.45749279538904963,0.30888144058795086,0.0,1.0,10.0,1.1,-0.3,1.7,1.1,1.4,2.5,0.3,0.2,0.5,0.3,0.3,0.4,0.7,0.6,0.0,1.504950495049505,0.292079207920792,1682.4332439554382,1.898091340711121,2026-06-02
